,text
23756,💩💩💩💩💩💩💩💩💩💩
23757,💩💩💩💩💩💩💩💩💩
23758,💩💩💩💩💩💩💩💩💩💩💩💩
23759,💩💩💩💩💩💩💩💩💩💩
23760,💩💩💩💩💩💩💩💩💩
23761,Whbsbd
23762,Sgvwbxbdb
23763,Shbdhjshsvd
23764,Hero team mãi vô địch
23765,hero team rap hay quá nhưng sao lại có cơm tró ở đây vậy
23766,Ai đã đăng kí cho hero tim thì điểm danh nào
23767,Cày VIEW cho hero tim đi ae
23768,HAY QUÁ
23769,Anh srio đ tr
23770,Tao thích hero tame thằng nào dám đánh không tao tên là Thái Thị Huỳnh Như mà tao 9 tuổi thằng nào dám đánh hero tame taơ á  đánh hết mà tao ở Việt  Nam nên tao không biết mà tao thích hero tame
23771,Cô ngân vưới simmy là nhân vật chính
23772,D
23773,Ffff
23774,Lên rank thôi
23775,Fan hero team
23776,Cao bạc cô ngân dạng hơi bị nóng hả gì vậy mà hát  thấy ghét lắm
23777,Cô ngân hát hay quá
23778,💋💋💋💕💕
23779,🖼️🎨🎁📱🖌️🧹💊🚪🛏️🛋️
23780,hay qua di
23781,Chị sam rap  cao
23782,Em sẽ mua áo khóc của mấy anh chị he ro team
23783,Hero team là nhất 💚❤💙💛🧡💜💞💓🥰💌💗💟😍😘👏😁👍💯💝💕🤩😆😄😀😻
23784,qua HERO TEAM ráp giõi quá đi
23785,Lên top rồi🙂
23786,Cj Timmy nhìn đáng iu ghê<3
23787,Hero team
23788,Chị sim xinh ghê
23789,Mr vịt ngầu quá
23790,Bác gấu kkk
23791,Chị simmi ngầu quá
23792,"Em là fan t gaming và gao bạc , rikaki"
23793,Phong và sam hát cặp đôi hay quá
23794,He ro Team rap hai
23795,Bác gấu đỉnh nhất
23796,Em thich ca hai đôi 😊😊😉😉
23797,Timmy béo
23798,Chị Sammy và chị Simmy vừa xinh vừa hát hay
23799,Chị Sam ngầu quá🤘🤘
23800,Hero team rap hay quá
23801,Mèo simmy
23802,Anh Phong ngầu quá🥰
23803,Hero team rap hay quá đi 😍😍😍😍😍😍😍😍😍😍😍😍
23804,HERO Win ❤❤🙆‍♀️
23805,Mèo simmi rap quá đúng
23806,nhìn vào cái mặt CÔ NGÂN kinh vãi
23807,Hello
23808,Simmy 👎 cô ngân 👍👍
23809,chị Mèo simmy dễ thương quá
23810,Ai cũng ngầu
23811,Anh mr vịt ngầu quá
23812,Ngầu thế nhờ
23813,Thích anh Ro
23814,Nhạc hay púa
23815,cô ngân phải tu 10 kiếm mới bằng trình HERO
23816,Chị ngân và chị simmy hát hay quá
23817,chị sim hát rất chuẩn nghe rất đã
23818,Tôi cứ thích Hà Thảo Linh :>💕
23819,"Chị simmy vuoi hát hay vuoi xi dep
vuoi hát ráp hay"
23820,Hai anh chị lại cơm tró rồi
23821,Sammi và phong cặp đôi xấu nhất
23822,Phong ráp dỡ qua
23823,anh phong cận và sammy rap hay quá😻😻
23824,Bác gấu nhầu đấy 😁😁
23825,HERO Winnnnnnnn
23826,Em chọn He ro team em yêu các anh chị nhiều He ro team
23827,Khi tao còn ở đây đứa nào dám đụng đến Sammy
23828,Ngầu quá đi xem là nghiện
23829,Rô sao rap mặt căng thẳng thế
23830,Rô ráp hay +100
23831,🤗🤗🤗🤗🤗🤑🤑🥰😍😍😍😍😍😍
23832,Tui ko thích mèo simmy
23833,Anh phong bên tai phải của em
23834,Nghe cái muốn... 🤣🤣🤣🤣Lần đâu nghe RAP 5.0...
23835,Bắc gấu cay anh vịt
23836,Em thích nhất là đoạn của siro và t gaming
23837,Simmy x cô ngân quá ngầu
23838,♥︎♥︎♥︎ mèo simmy cute và sammy cute như nhau
23839,❤️❤️❤️ yêu cả
23840,Cj sammy ngầu quá 🥰🥰🥰🥰😍😍😍🤗🤗
23841,Si mi nói hay còn ráp hay hơn nữa
23842,"hello anh megame ,rap củng hay á"
23843,Cj sammy rap hay quá🥰🥰🥰
23844,Chất 👏👏👏.. Hay 👏👏👏
23845,Simmy
23846,Si rô rap hay quá đi
23847,Bài Rap này hay quá
23848,Anh Phong đẹp trai nhất
23849,Cặp đôi GBTV và cô ngân rap ngầu quá
23850,Hay quá nhất là cô ngân và sammy
23851,Chị sam ngầu và đẹp gái quá
23852,😠😭😷👋👍😻👩👦👨👮‍♀️🧕👮‍♂️👷‍♂️💂‍♂️👷‍♀️
23853,Anh vịt rap hay quá
23854,Hero team ngầu quá😍
23855,Chị mèo simmy và chị sammy đào đẹp mà
23856,Vịt ngau qua
23857,Anh Siro và anh Vịt hay thế
23858,HERO TEAM ĐỨNG NHẤT
23859,BÂY GIỜ CÓ AI NGHE BÀI NÀY KO?
23860,Có gì hay
23861,"Hay quá ̣đi thôi, gắt quá"
23862,Heroteam rap hay nhất
23863,Gao bạc cô ngân ngầu ghê 😄😄
23864,Chị Mèo Simmy ráp hay quá à em luôn ủng hộ chị Mèo Simmy yêu chị
23865,Hero team  la  nhat
23866,Streamers ko có tuổi với hero đâu
23867,Hero team rap vừa hay lại còn chuẩn
23868,Taem chị simmy
23869,Gao bạc gắt vậy
23870,Bác gấu qúa ngầu
23871,Sim My ráp hay nhất
23872,Sim mỹ là nhất cô ngân hả🤣🤣🤣
23873,chị  simmy dễ  thương quá
23874,hay
23875,"Kamui
T gaming"
23876,"Toàn Tây
Kairon"
23877,"Hà Thảo Linh
Timmy"
23878,"Cô ngân
Simmy"
23879,"Rikaki gaming 
Siri"
23880,"Gao bạc
Phong cận"
23881,Anh Gao bac💜💜
23882,". Lời bài hát Đại chiến Rap
Gao Bạc:

Ya! Ở đây thằng nào là căng nhất?
Thử ra đây dõng dạc, đứng trước mắt tao!
Ya! Trình độ thế nào tao cân tất!
Ngoài cô Ngân ra thì đứa nào dám Gắt-Gao?
Ya! Ông này nhìn căng đấy, solo có nhận không?
Hỏi thêm ông câu này không biết có giận không?
Nhìn Phong như trai THẲNG không biết có thật không?
Nhưng nghe đến Phong Cận đã thấy có Phận CONG!

Phong Cận:

Lại chơi văn cùn như mấy thằng anti ngông Yah!
Cô Ngân khóc ròng vì khi GAO BẠC hóa GAO HỒNG!
Khi reaction thì GAO khen PHONG đẹp trai!
Thì nghĩ thử xem liệu thằng cong chính là ai
Là youtuber hay streamer cứ ghé tới
Để xem Phong cận đây lập nên đế chế mới
Rikaki đến đây cũng phải sợ té ghế
Phong cận đỉnh cao thế sao Kaki với tới

Rikaki:

Kìa Phong! Đã không MUỐN HIỆN LÊN,
Thấy Phong lại thân MẾN HIỆN LUÔN!
Thân là game thủ dám cà khịa HUẤN LUYỆN VIÊN,
Cẩn thận kẻo body lại phải đem HIẾN VIỆN LUÔN!
Ugh! Riêng về kiến thức cần gì phải thi ai nhờ?
Tôi là Hokage của làng Freefire!
Siro à, không chào anh sao cứ ngước mắt?
Em muốn tươi cười hay lại vẽ ""Bức tranh từ nước mắt""?


Siro:

Ồ Rikaki à Ông réo tên tôi chỉ vì ra uy à?
Ông tưởng tôi sợ không đi ra thi à?
Thế thì ông còn non lắm Rikaki nha
Nếu không tự tin thì ông lên đây gọi cả thầy ông lên đi
Hay thầy ông chưa thi đã sợ tôi bắn nên mới đì ông lên thay?
Cô Ngân phải kinh Hãi khi nhìn Hải hô bất tài
Vì Rô dùng tay bắt hổ khiến cho
Cô Ngân cũng quay phải ô thất bại

Cô Ngân:

Đừng có cà khịa, ông phải dần biết lo đi
Sống trong cuộc đời này phải cần biết cho đi..
Nhưng cho đi khẩu nghiệp thì nghiệp quật nặng đấy
Lúc đấy thì Siro nên đổi thành Sorry!
A! Mèo Simmy! Thấy chị em mà sao không thả tim đi!
Cùng tỉ thí công bằng như là phim đi
Nếu không dám nhận lời thì thôi em im đi! Yaa!

Mèo Simmy:

Để tôi tiếp Cô Ngân, hội chị em xê ra!
Người chơi hệ MP5 đấu với hệ mp3!
Và Những kẻ Anti luôn ở bên chê ta...
Ngày mai phải thốt lên Oh Damn, Ghê Nha!
Bởi vì ta luôn nỗ lực vươn tới đỉnh cao
Kỹ năng trau dồi, tốc độ ngày càng ảo kinh
Khả năng cận chiến thì chẳng ai dám bảo khinh...
Còn số người mà bảo xinh phải ngang Hà Thảo Linh

Hà Thảo Linh:

Ơ cám ơn chị Mèo Simmy! Chị cũng xinh đẹp mà không cần nghèo xiêm y!
Em thì luôn làm vua về nhì nên solo chắc thua cả kèo Timmy!
À bây giờ lại kiểu khiêm tốn à?
Ay Em BOOYAH! thì chị thêm thốn à! ay
Nhưng nếu chị thắng thì không phải hoàn toàn may...
Vì chị đã giương súng thì chị headshot cả Toàn Tây"
23883,Simmy Sammy
23884,anh si ro anh hát nhanh qua em không hiểu🤔🤔🤔🤔🤔🤔🤔
23885,sim hát hai quá💗💗💗💗💗💗xinh
23886,Haha
23887,Bac Gây đẹp trai
23888,Chị simmy và Sammy nhảy đẹp nhất 🤘🤘🥰🥰🥰🤘
23889,gat the
23890,Chị simmy và chị sam là những người hay nhất trong đây luôn đó em ngưỡng mộ quá 💯💯💯
23891,Hero team vẫn rap hay nhất
23892,chi simmy la nhat
23893,chl
23894,chij
23895,Nhạc nhảm
23896,1000 điểm cho bài này
23897,Anh Phong ơi anh ngầu quá
23898,Chị sam rap hay quá
23899,Em chọn nhóm cô Ngân và gao bạt
23900,Cô ngân  đẹp  quá
23901,Nah tiên đoán đéo sai chút nào :v
23902,Rap hay quá ( hero team)
23903,hello hero team
23904,Nghe giọng  anh siro
23905,Hello anh cj
23906,Yêu bên cô ngân quá
23907,B
23908,Chúa tể vần đơn
23909,Em thích team Hero hơn
23910,Gao bạc rap hay cực
23911,HERO WIN!!!!!❤❤❤❤❤❤❤❤
23912,Ô ô ô ô
23913,bác gấu ngầu ghê
23914,anh sỉô ngầu vậy
23915,:>
23916,Mãi đồng hành cùng hero team
23917,Ai cũng ngầu
23918,Anh ro tuong ko chs ff
23919,Cả hai bên đều đẹp hết nhưng anh phong đẹp trai nhất lại còn Vừa ngầu nữa
23920,"Siro  ===> sori
Si-rô ===> sô-ri"
23921,Love Sim and Sam
23922,"Hi vọng lên top 1 thịnh 
hành như Hero đại chiến !!!!!!😊"
23923,Kamui ngầu vậy?😎🥰
23924,1:22
23925,Cô hát dỡ
23926,Có bác gấu nuôn
23927,Có bác nuôn
23928,Sammy ngầy quá:<
23929,Ai cũng ngầu cả !
23930,Hay thế
23931,cô ngân rap dở nhất
23932,HERO TEAM Rap hay quá
23933,Hero bố láo
23934,Phong cận đẹp trai quá đi thôi
23935,Chi đep qua chi meo sim my
23936,Cái thằng gạo bắt mắt dài tạo gí tem máy đo tháng mắt dạy
23937,Hay quá
23938,Anh phong đep trai
23939,"Em chọn chị hà thảo linh, chị Sammy và chị mèo simmy"
23940,"hay quá ae ơi , nhất a siro"
23941,Simmy
23942,Hero Team nha :3
23943,Có 1 người giọng dẹo quá trời 🙄
23944,Em thích cả hai chị
23945,Mèo sinh và cô Ngân hát hay mà 😘😘😘😘😘😘fan cô Ngân và mèo simy
23946,Yêu simmy và Sammy quá ❤️❤️❤️❤️❤️
23947,"Hero team ráp hay quá đi thôi mà
còn có đôi có cặp trai tài gái sắc
 nhóm cô ngân không đủ trình độ
còn nhóm cô ngân không có đôi có cặp nữa kìa mà còn chảnh nữa"
23948,Gao Bạc đẹp p
23949,"Ui, Hero team ngầu ghê"
23950,Simmy đấu với cô ngân trông ngầu quá
23951,Cố lên HERO TEAM💖💖
23952,Hello
23953,Toàn tây
23954,Uuu
23955,Cô ngân rap hay quá
23956,Cô Ngân rạp dở mà cũng rap
23957,Yêu chị sammy và chị simmy rất nhiều ♥️♥️♥️♥️♥️em tên là linh anh
23958,"Tui thấy ver của ông Vịt là hay nhất flow khá chất đấy, quả giọng cũng hay nữa"
23959,anh t gaming hay qua
23960,Hero team
23961,"Miniword đg tức đấy mn ạ 
Miniword 1 điểm 
Free fire 1000000000000⁰000000000000000000000000000000 điểm oke"
23962,"Miniword im đi để cho free fire lên tiếng 
ff chx bao giờ thua ok 😏😏😏😏
Miniword ko có điều kiện để lên tiếng 
ff chắc sợ taem miniword khóc vì thua quá"
23963,"Ui, ai cũng ngầu quá đi 😎
Yêu HERO TEAM 😊💕
🤗🤗🤗"
23964,Bác Gấu rap chưa bằng siro
23965,Hay ghê
23966,Quả nhiên là ai đồ của tui hát hây quá
23967,Lên top thôi
23968,tại sao lại k cho AS mobile vs phong cận
23969,Chị simmy hát hay nhất
23970,Hay  qua đi em là phang của hero Tema
23971,Hay quá các anh chị ơi 😄😄
23972,Hero taem
23973,2:45
23974,Toàn Tây ko hát hay
23975,#heroteam
23976,Anh asmobile ???????
23977,Tam cô  ngân  gao bạc
23978,Tạm biệt free fiee :((
23979,Anh phong cận với chị sammy đẹp quá  🥰❤🥰❤❤🥰❤🥰❤🥰❤🥰❤🥰❤🥰❤🥰❤🥰❤🥰🥰🥰❤🥰❤🥰
23980,Anh phong cận đẹp trai quá
23981,Hà  thảo  linh  với  cô  ngân  lên  top  nào
23982,Hero team ngầu😎😎😎
23983,chị simmy ơi nhà chị ở đâu ???
23984,Hay quá ik
23985,"F
R
E
E
Fl
R
E"
23986,Nhạc của cô ngân hay quá
23987,"Chọn tìm
 hero"
23988,Chị Simmy với cô Ngân rap hay mà cứ có người chê
23989,Gao bạc
23990,Các anh chį rap hay qué 😍
23991,Hero team đối với em là nhất .  yêu hero team
23992,Sammy đào
23993,Fan của anh SIRO cứng luôn'
23994,Chị simmy hát hay quá
23995,chi simmy nghau qua
23996,"https://www.youtube.com/watch?v=B4si_vYrUM8
https://www.youtube.com/watch?v=RJZ9paxIorg"
23997,King quá
23998,"Anh siro rap hay quá
🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🥰🥰🥰"
23999,Hero team là nhất
24000,Simmy👸🏻❤️❤️🥰🤴🏼😇👨‍👩‍👧💏
24001,hà thảo linh ráp hay quá
24002,Em SIMMY ơi  chị  cung gì ạ
24003,Em thích bé mưa quá à◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️◻️
24004,HAY MÀ MUỐN COI QUÀI LUÔN
24005,Tốp 1 hây
24006,Bên đội cô ngân hát hay quá
24007,Các a chị Ráp Hay quá Đi à em thích nhất chị Sammy nhất 👉❤️👈
24008,Chị simmy rap thành công r
24009,Chị simmy với cô ngân hát hay muốn xỉu luôn 🥴🥴
24010,em chon.   hero team
24011,Chọn hero taem nha
24012,co ngan hat giong  nhat qua a
24013,chị Hà thảo linh em thuốc lề của chị rồi đó nha
24014,Hay quá trời các anh chị rap hay quá
24015,Anh vịt pap hay quá
24016,1:21
24017,Mik thuộc luôn rồi
24018,Yêu Hero team
24019,Sam my ráp hay quá😍😙😘😚😻😻😻👄👄👄👄👄👄💋💋💋💋❤❤❤❤👍👍👍👏👏👏👏💌💌💌
24020,Kamui ngầu quá
24021,Rap hay quá
24022,ANH si sô saq hay quá
24023,"ác quá , chị mèo lần sau thêm chút phát phờ lâu nghe cho mượt"
24024,Sam hát hay quáaaaaaaa 💗💗💗💗💗💗💗💗💗💟
24025,Chi simmy 1134555553444446778876443322345678643455677543334566787643223556788653257754567
24026,Co ngan 10 diem
24027,mình thấy chị simmy rap hai hơn
24028,Rap hay
24029,"Dành cả thanh xuân để xem Toại Tuyền,Gao Bạc Cô Ngân và Dương Phúc Chiến ok"
24030,Chửi nhau vậy thôi chứ mọi người đoàn kết lắm
24031,hay trời
24032,Bác gấu kìa 🙈🥰🥰🤣😂
24033,hay qua anh vịt
24034,I LIKE 2
24035,3:44 chị sim cười kìa
24036,Chị Sim rap hay quá
24037,lmay trua :)))) trash
24038,Phong cận rap hay nhất
24039,Căng thiệt
24040,hay quá
24041,chửi nhau quá trời:)))
24042,Minh thich simmy
24043,🥰🥰🥰🥰🥰
24044,O
24045,Hr team hát hay quá
24046,Em muốn làm em của hr team
24047,Rap tấu hài quá :)))
24048,Bh ms biết heroes team là team minecraft à :>
24049,Anh Siro  rap nhanh quá chị Kamui ngầu quá
24050,kamuingauqua
24051,Simmy nhu ia
24052,Simmy hát hhay nhất
24053,Hay
24054,💕💓🖤💜🧡❣💚💙❤💙
24055,Ben co ngan ghe qua em khong thich Ben co ngan
24056,Chị sammy với mèo sim my  ạ
24057,Cứ thích hero team ă😍😘😘🥰😋
24058,"Siro , mèo simmy dới cô ngân (theo tui thấy là hat nhất ă)"
24059,Rikaki vs siro hai nguoi rap hayqua
24060,Tui dám động vào sammy đấy
24061,Ah siro và ah phong cận với mr vịt đẹp trai quá
24062,Ớ sao tôi nghe đoạn gao là từ cuối thành co phải là cong chứ ???????
24063,😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎
24064,Len top ya
24065,Hay quá 👍👍👍💯💯
24066,Hay quá😀😀😀😀
24067,"GAO BẠC:Ya!
Ở đây thằng nào là căng nhât?
Thử ra đây dõng dạc,đứng trước mắt tao!
Ya!
Trình độ thế nào tao cân tất!
Ngoài Cô Ngân ra đứa nào dám gắt gao?
Ya!
Ông này nhìn căng đấy,solo có nhận không?
Hỏi thêm ông câu này không biết có giận không?
Nhìn Phong như trai thẳng không biết có thật không?
Nhưng nghe đến Phong Cận đã thấy có phận cong
Ai fan của Gao Bạc điểm danh And Siro Official😘😘😎😎😘😘😘😘😎😘😎😎😘😎😁😎😁😘😎😘😎😁😎😁😘"
24068,25 triệu người xem 😆😆😆
24069,T-Gaming hay bác gấu hay rikaki
24070,hay quáaaa
24071,cô ngân ráp hay quá với cả hà thảo linh nữa
24072,Cô ngân rap giở qué
24073,Hero team hét sọt đúng nhất
24074,Hay quá đi à
24075,Siro là số một
24076,Cô Ngân rap đỉnh của chóp
24077,Bảo tình đỉnh cao
24078,Mèo simmy và chị đâu có phải tên gì con bằng phim điên nỗi đau tim đi
24079,Trời ơi rap mà cũng thả cơm chó nữa😅
24080,cực phẩmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
24081,3 nữ hoàng rapper simmy vs cô ngân vs sammy
24082,1:06
24083,Ah rô rap hay nhất
24084,simmy rap hay
24085,Bác Gấu rap dở ẹt
24086,Ya ở đây thằng nào là cao nhất thử ra đây dõng dạc đứng trước mắt trước mắt tao ya trình độ thế nào tao cân tất ngoài cô ngân ra đứa nào dám gắt-gao ya ông này nhìn căn đấy solo có nhận không nhìn phong như trai thẳng không biết có thật không nhưng e đến phong cận đã thấy có phận cong
24087,Hero team hay 💝💝💝💝💝💝💝💝💝💚💚💚💚💚💚💚💚😦😦😦😦😦😦😦😦😷😷😷😷😷🧞‍♂️🧞‍♀️🧝‍♂️🧝‍♀️🧚‍♂️🧚‍♀️🧜‍♂️🧜‍♀️
24088,Theo mọi người simmy hát vơi cô ngân hát ai hay hơn
24089,Chị sinmi hát hay quá 😍😘😘😚🌈😍🥰
24090,Hay quá 100 điểm
24091,Thấy cô ngân rap hơi bị  đỉnh đó
24092,Hero
24093,Simmy bắn gà bắn ko bằng cô ngân
24094,chị sam rap đỉnh vãi nỗn
24095,em la fan cua hero team co ngan9 diem   simmy 10
24096,Hay quá nè mà em muốn gặp chị
24097,lời của simmy hay quá
24098,Quá hay luôn
24099,hay quá 😙
24100,miệng của cô ngân xấu vãi chuối
24101,của cô ngâm ko hay bằng simmy
24102,chị sammy hay quá
24103,Cô ngân hát hay quá đi còn hơn cả con sim
24104,Kai ron toàn tây
24105,💯 điểm
24106,ta ca la hero team nhung  co ngan voi simmy tui chon co ngan ok nha
24107,Hay vá100
24108,Đội hero  rap nhạc hay quá trời luôn 💯💯💯💯💯
24109,Herro team❤👉👈🙆
24110,Kể từ 1:21 để tốc độ phát là 0.75 làm theo tôi khỏi cảm ơn (mà nghe kiểu chill vãi thề )
24111,CF là nhất
24112,Sim my hát hay quá.
24113,😎🤩😍
24114,Em chào anh chị nha
24115,Siro hát nhanh quá đi
24116,Hero dep trai
24117,yêu hẻo team ghét bên kia
24118,bên cô ngân mất nết bên hẻo team là nhất số 1 việt nam
24119,Hero team ngu si
24120,Team gao bac rap mat giong y 😑
24121,@rikaki rap chất lượng
24122,Hay
24123,"Rap hay quá anh chị ơi
Hero team hay quá❤❤❤❤❤❤"
24124,Hai Quá
24125,👍👍👍👍👍👍👏👏👏👏👏👏
24126,TOP1 ĐỨNG ĐẦU LÀ TÊN SIMMI CHỨ TÊN AI
24127,Lello
24128,Nhảm nhí
24129,Anh dạy em chơi FREE FRE em chơi thua hoài
24130,Y o u tu be
24131,"Cô ngân hát hay 🤧🤧<33
Hà thảo linh đẹp vừa hay 😍😍<33
Sim ..... Ko bt 😑
Sam vừa đẹp vừa hay =))"
24132,em thích nhất là chị sammy và anh Fhong cận
24133,"Sim sam :10
Cô ngân:10"
24134,"Sim, Sam:10
Cô Ngân:9"
24135,mèo simmy cute quá
24136,Anh ơi ai viết cho chị simmy
24137,Hay quá
24138,Rap không hay💘
24139,Cài wew bà con
24140,Chị Sammy và anh Phong cận mặc đồ cập đẹp quá 😍 mẹ luôn
24141,nè bạn nào mà bảo cj mèo simmy và cô ngân rap dở ế thì mấy bạn có rap dc ko mà bảo người khác đung ko các bạn fan
24142,"anh phong can anh co quen biet gao bac ,co ngan"
24143,Nood hay nhat
24144,T gming
24145,Cô ngan cũng hát hay mà
24146,hero thanh
24147,Con mây ngươi khac thì sấu
24148,Ở khúc cuối có cơm chó nha mọi người 😁
24149,Em thich chi simmi hơn
24150,Team hero team đâu
24151,Nhìn mặt Sammy căng quá
24152,Nhìn anh M.r Vịt đầu gấu quá nhỉ
24153,Ngầu quá anh phong cận ơi 👍❤😘
24154,Ca anh vịt ngầu.
24155,taco
24156,Cưng bà cô ngân nhất
24157,Hero team là tuyệt nhất.
24158,Cô Ngân rap dở quá
24159,Sao nhìn anh vịt ngầu vị
24160,Team Mèo simmy hay hơn nhiều
24161,Đợi đến đoạn cô ngân để rap theo
24162,Hay quá ( ^-^ )
24163,Nhưk nack
24164,🎧
24165,Em thich co ngan
24166,❤❤❤❤❤ siro
24167,Team hero
24168,Gắt
24169,Rất hay nhưng tại sao mọi người lại chê có thi mình thắt mắc tại sao mọi người lại chê cô ngân còn nói là cô ngân bị điên và còn nói mọi người trong đây là một lũ trẻ trâu vậy à mọi người tim Cho mình được không cảm ơn nhớ uổng hộ mọi người trong đây nhé tạm biệt
24170,trong bài sap này em thấy chị meo sim sap thay qua love sim❤❤
24171,thật
24172,Đang coi thì quai bưc cả mình
24173,"Hero team thắng, cô ngân thua"
24174,Phong cận đẹp traiiiiiiiiii
24175,Anh phong cảnh Mr vịt đẹp trai quá
24176,Đội cô ngân chả hát hsy gì
24177,Hero time hát hay quá
24178,Chị simmy sinh
24179,@HERO TEAM
24180,Hay quá
24181,Anh phong ráp hay quá
24182,"Em có vài câu hỏi này:
1:anh Gao bạc với cô Ngân là cập đôi hả.
2:sao sam my trong hero tử chiến mang đồ cam bây giờ giờ cũng mang là sao.
3:Bác gấu là trường team của quân đoàn hả anh mày lại thi với anh vịt trường team quân đoàn hero vậy
 ♡♡"
24183,Cũng hay 🐌
24184,Ông rõ rất căng thẳng
24185,Em về fan Hero team
24186,Vẫn thích Siro:)))
24187,Hay
24188,em.thích.anh.Phong.cận.nhất
24189,Hay quáaaaaaaaaaaaaa
24190,nghe di nghe lai anh mister vit van rap hay nhat
24191,beat nghe quen quen ta
24192,Hay qua chi oi
24193,Giải của gấu đi thi thành Thế giới động vật 🤣🤣🤣
24194,HERO TEAM là hát hay nhất và ngầu nhất
24195,Cai mat cua timmy mat gi vay i chang buong vay
24196,Nha em hat cai nây ne em hat ma em hat đuoc đay
24197,Đi a
24198,Anh siro anh hat nhanh qha đi a
24199,Anh rau bat đep trai hon
24200,Em fan hero te tam
24201,Cô ngân mà đụng đến chị sim là cô ngân bức qua xác bọn em nè
24202,1:21
24203,cả tim ơi hay quaaa😘😘
24204,anh phong dep trai
24205,Meo simmy rap hay qua
24206,Hero team ai rap cũng hay khớp beat hơn team kia
24207,Chị Simmy rap hay  quá đi !!!😍
24208,chị sim đấu căng thẳng quá 🤸🏿😧😎😎😎
24209,Dau cuoi chi simmy cuoi bo tay luon😑😑😓😓😒
24210,Team he ro cố  lên
24211,Streamer ff hay qua
24212,Tame hero lên top
24213,"Anh Phong hát hay quá,anh ơi"
24214,có ngăn không bằng sim và sắm đâu
24215,chi meo simmy oi chi bao team chi choi free fire di cj nhe
24216,Chị simmy cute lắm 😘😘
24217,Em thấy cj simmy hts hay hơn lần trước ạ
24218,anh phong đẹp trai quá
24219,Em họ của em hâm mộ chị lắm
24220,Chị Simi làm líp thêm màu đi
24221,bôc lửa  đi phong cân
24222,HAY QUÁ CÔ NGÂN SAMMY SIMMY KAMUI
24223,Hay qua anh phong oi
24224,Anh Phong cận pro phết đấy
24225,chị cho em cái niết của chị Fai Fai
24226,Hay nhất siro
24227,Em rất thích chị MÈO SIMMY💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷🔷⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️⚪️◻️◻️◻️◻️◻️◻️◻️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️◽️
24228,Em thấy chị MÈO SIMMY  và  CÔ NGÂN ráp hay quá
24229,Em là
24230,Em fan hero team ❤❤iu
24231,"UẦYYYYYYYYYY, NGẦUUU THẬT ĐẤY  
 🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩"
24232,😏😭👹
24233,Free fireeeeeeee
24234,Anh kia ảnh hát đẹp trai quá à 🤤
24235,Cairon rap hay không nhỉ? 😕😕😕😕😕
24236,Thằng Cao Bạc nói vậy thì cả fan luôn hả?
24237,Anh chị rap hay ghê
24238,Co Ngan va Cao Bac la cap doi dep nhat
24239,Cô Ngân Hát hay quá
24240,kai ron và anh vịt rap hay quá
24241,💯💯💯💯💯💯💯
24242,Hero team hát hay và mặt đồ ngầu nữa
24243,Anh phong can hat hay 👫👫👫👫
24244,Hero cc
24245,Chi  sam mi  đep lăm
24246,Chi  sam mi  đep lăm
24247,Chj sim ngầu quá love chj
24248,Em muốn nghe a mèo sammy
24249,Đội Sammi Đào Mèo Simmi hẵng cố gắng lên
24250,Anh vịt và chị kamui rap ngầu 👏👏👍👍👍
24251,Top1
24252,chị simmy rap hay q
